# AGN bolometric luminosity data, taken from Shen et al. (2020):
# 2020ApJ.892.17D
# In this file we include all of the data from the paper, for all redshifts and
# observation bands. Units of the luminosity are erg/s. Units of the luminosity 
# function are Mpc^-3 dex^-1.
#
#Wavelength    Redshift    log_L_bol_err    log_L_bol_err    log_Phi    log_Phi_erra
hard_X_ray       3.40          47.25             0.12         -6.80        0.27
hard_X_ray       3.40          47.59             0.12         -7.55        0.43
hard_X_ray       3.40          47.94             0.12         -8.08        0.65
hard_X_ray       3.40          44.16             0.00         -3.86        0.26
hard_X_ray       3.40          44.64             0.19         -4.29        0.17
hard_X_ray       3.40          45.14             0.19         -4.72        0.11
hard_X_ray       3.40          45.64             0.19         -4.86        0.10
hard_X_ray       3.40          46.14             0.19         -5.30        0.14
hard_X_ray       3.40          46.65             0.19         -5.60        0.13
hard_X_ray       3.40          47.17             0.19         -6.78        0.31
hard_X_ray       3.40          44.20             0.00         -4.18        0.71
hard_X_ray       3.40          44.85             0.25         -4.39        0.46
hard_X_ray       3.40          45.52             0.25         -4.19        0.41
hard_X_ray       3.40          46.19             0.25         -5.01        0.31
hard_X_ray       3.40          46.87             0.25         -5.74        0.46
soft_X_ray       3.40          45.25             0.00         -4.30        0.23
soft_X_ray       3.40          46.60             0.50         -5.10        0.18
soft_X_ray       3.40          47.97             0.50         -8.18        0.63
soft_X_ray       3.40          49.35             0.50         -9.64        0.32
soft_X_ray       3.40          45.74             0.00         -3.99        0.20
soft_X_ray       3.40          46.62             0.33         -5.38        0.18
soft_X_ray       3.40          47.58             0.35         -7.18        0.20
soft_X_ray       3.40          48.68             0.40         -9.36        0.61
soft_X_ray       3.40          49.67             0.36         -10.21        0.42
mid_IR           3.40          47.52             0.00         -6.42        0.24
mid_IR           3.40          47.25             0.00         -6.24        0.20
mid_IR           3.40          46.86             0.20         -5.78        0.13
mid_IR           3.40          46.46             0.20         -5.51        0.13
mid_IR           3.40          46.07             0.20         -5.50        0.12
UV               3.60          46.44             0.00         -5.23        0.24
UV               3.60          45.85             0.30         -4.83        0.18
UV               3.60          45.46             0.20         -4.47        0.14
UV               3.60          45.08             0.20         -3.83        0.12
UV               3.60          45.34             0.00         -4.68        0.42
UV               3.60          45.86             0.27         -5.01        0.65
UV               3.60          47.03             0.60         -6.45        0.04
UV               3.60          47.23             0.10         -6.76        0.06
UV               3.60          47.43             0.10         -7.26        0.09
UV               3.60          47.63             0.10         -7.91        0.18
UV               3.60          47.82             0.10         -8.44        0.33
UV               3.60          48.02             0.10         -8.67        0.42
UV               3.60          47.40             0.00         -6.56        0.65
UV               3.60          46.54             0.43         -6.28        0.65
UV               3.60          46.78             0.00         -6.12        0.07
UV               3.60          46.90             0.06         -6.19        0.03
UV               3.60          47.01             0.06         -6.50        0.03
UV               3.60          47.13             0.06         -6.66        0.03
UV               3.60          47.25             0.06         -6.86        0.04
UV               3.60          47.37             0.06         -7.09        0.05
UV               3.60          47.49             0.06         -7.31        0.05
UV               3.60          47.61             0.06         -7.70        0.08
UV               3.60          47.73             0.06         -8.07        0.11
UV               3.60          47.65             0.00         -7.52        0.45
UV               3.60          47.49             0.08         -7.49        0.45
UV               3.60          47.33             0.08         -7.46        0.45
UV               3.60          47.01             0.16         -6.50        0.18
UV               3.60          46.86             0.08         -6.13        0.14
UV               3.60          46.70             0.08         -5.63        0.11
UV               3.60          46.51             0.00         -5.31        0.33
UV               3.60          46.12             0.20         -4.91        0.20
UV               3.60          45.73             0.20         -4.86        0.33
UV               3.60          45.34             0.20         -4.42        0.28
B_band           3.60          47.77             0.00         -7.74        0.13
B_band           3.60          47.65             0.06         -7.49        0.10
B_band           3.60          47.53             0.06         -7.08        0.07
B_band           3.60          47.41             0.06         -7.03        0.07
B_band           3.60          47.29             0.06         -6.80        0.06
B_band           3.60          47.17             0.06         -6.59        0.05
B_band           3.60          47.06             0.06         -6.44        0.05
B_band           3.60          46.94             0.06         -6.13        0.10
B_band           3.60          45.35             0.00         -4.26        0.21
B_band           3.60          45.74             0.20         -4.60        0.31
B_band           3.60          46.13             0.20         -4.94        0.31
B_band           3.60          46.52             0.20         -5.05        0.51
B_band           3.60          46.87             0.00         -5.89        0.14
B_band           3.60          47.06             0.10         -6.36        0.11
B_band           3.60          47.26             0.10         -6.57        0.10
B_band           3.60          47.54             0.14         -7.41        0.18
hard_X_ray       3.60          45.49             0.00         -4.50        0.33
hard_X_ray       3.60          46.16             0.25         -5.05        0.31
hard_X_ray       3.60          46.84             0.25         -5.59        0.27
hard_X_ray       3.60          47.53             0.25         -7.16        0.68
hard_X_ray       3.60          44.68             0.00         -4.50        0.18
hard_X_ray       3.60          45.20             0.20         -4.65        0.12
hard_X_ray       3.60          45.53             0.12         -4.57        0.09
hard_X_ray       3.60          45.77             0.09         -4.84        0.10
hard_X_ray       3.60          45.98             0.08         -4.93        0.07
hard_X_ray       3.60          46.19             0.08         -5.44        0.09
hard_X_ray       3.60          46.36             0.06         -5.46        0.08
hard_X_ray       3.60          46.59             0.09         -5.62        0.06
hard_X_ray       3.60          46.94             0.13         -6.22        0.07
hard_X_ray       3.60          47.31             0.14         -6.97        0.13
hard_X_ray       3.60          44.56             0.00         -4.54        0.25
hard_X_ray       3.60          45.39             0.31         -4.60        0.16
hard_X_ray       3.60          46.06             0.25         -5.05        0.29
hard_X_ray       3.60          44.56             0.00         -4.54        0.45
hard_X_ray       3.60          44.89             0.12         -4.62        0.35
hard_X_ray       3.60          45.22             0.12         -4.82        0.30
hard_X_ray       3.60          45.55             0.12         -4.66        0.17
hard_X_ray       3.60          45.89             0.12         -4.85        0.17
hard_X_ray       3.60          46.23             0.12         -5.11        0.18
hard_X_ray       3.60          46.57             0.12         -5.46        0.22
hard_X_ray       3.60          46.91             0.12         -6.39        0.58
hard_X_ray       3.60          43.96             0.00         -4.25        0.37
hard_X_ray       3.60          44.97             0.39         -4.93        0.43
hard_X_ray       3.60          45.97             0.38         -5.17        0.53
hard_X_ray       3.60          46.99             0.38         -6.28        0.55
hard_X_ray       3.60          48.02             0.38         -8.40        0.37
hard_X_ray       3.60          43.96             1.51         -4.12        0.46
hard_X_ray       3.60          44.97             0.39         -4.87        0.48
hard_X_ray       3.60          45.97             0.38         -5.29        0.57
hard_X_ray       3.60          46.99             0.38         -6.48        0.53
hard_X_ray       3.60          48.02             0.38         -8.24        0.16
hard_X_ray       3.60          49.23             0.44         -9.94        0.37
hard_X_ray       3.60          44.92             0.00         -4.89        0.23
hard_X_ray       3.60          46.02             0.41         -4.95        0.12
hard_X_ray       3.60          46.70             0.25         -5.56        0.14
hard_X_ray       3.60          47.25             0.20         -6.87        0.12
hard_X_ray       3.60          47.87             0.23         -8.23        0.19
hard_X_ray       3.60          44.56             0.00         -4.32        1.50
hard_X_ray       3.60          44.89             0.12         -4.89        1.69
hard_X_ray       3.60          45.22             0.12         -4.88        0.57
hard_X_ray       3.60          45.55             0.12         -4.67        0.26
hard_X_ray       3.60          45.89             0.12         -4.76        0.18
hard_X_ray       3.60          46.23             0.12         -5.12        0.18
hard_X_ray       3.60          46.57             0.12         -5.59        0.24
hard_X_ray       3.60          46.91             0.12         -6.23        0.44
hard_X_ray       3.60          44.20             0.00         -4.19        0.71
hard_X_ray       3.60          44.85             0.25         -4.41        0.46
hard_X_ray       3.60          45.52             0.25         -4.22        0.41
hard_X_ray       3.60          46.19             0.25         -5.04        0.31
hard_X_ray       3.60          46.87             0.25         -5.79        0.46
soft_X_ray       3.60          45.25             0.00         -4.30        0.23
soft_X_ray       3.60          46.60             0.50         -5.13        0.18
soft_X_ray       3.60          47.97             0.50         -8.22        0.63
soft_X_ray       3.60          49.35             0.50         -9.69        0.32
soft_X_ray       3.60          45.74             0.00         -3.99        0.20
soft_X_ray       3.60          46.62             0.33         -5.40        0.18
soft_X_ray       3.60          47.58             0.35         -7.21        0.20
soft_X_ray       3.60          48.68             0.40         -9.39        0.61
soft_X_ray       3.60          49.67             0.36         -10.24        0.42
mid_IR           3.60          47.52             0.00         -6.42        0.24
mid_IR           3.60          47.25             0.00         -6.35        0.20
mid_IR           3.60          46.86             0.20         -5.90        0.13
mid_IR           3.60          46.46             0.20         -5.62        0.13
mid_IR           3.60          46.07             0.20         -5.61        0.12
UV               3.80          46.44             0.00         -5.36        0.24
UV               3.80          45.85             0.30         -4.97        0.18
UV               3.80          45.46             0.20         -4.63        0.14
UV               3.80          45.08             0.20         -4.01        0.12
UV               3.80          45.34             0.00         -4.84        0.42
UV               3.80          45.86             0.27         -5.15        0.65
UV               3.80          47.03             0.60         -6.57        0.04
UV               3.80          47.23             0.10         -6.89        0.06
UV               3.80          47.43             0.10         -7.38        0.09
UV               3.80          47.63             0.10         -8.03        0.18
UV               3.80          47.82             0.10         -8.57        0.33
UV               3.80          48.02             0.10         -8.80        0.42
UV               3.80          47.40             0.00         -6.70        0.65
UV               3.80          46.54             0.43         -6.42        0.65
UV               3.80          46.78             0.00         -6.25        0.07
UV               3.80          46.90             0.06         -6.33        0.03
UV               3.80          47.01             0.06         -6.63        0.03
UV               3.80          47.13             0.06         -6.80        0.03
UV               3.80          47.25             0.06         -7.00        0.04
UV               3.80          47.37             0.06         -7.22        0.05
UV               3.80          47.49             0.06         -7.44        0.05
UV               3.80          47.61             0.06         -7.84        0.08
UV               3.80          47.73             0.06         -8.21        0.11
UV               3.80          47.65             0.00         -7.66        0.45
UV               3.80          47.49             0.08         -7.63        0.45
UV               3.80          47.33             0.08         -7.60        0.45
UV               3.80          47.01             0.16         -6.64        0.18
UV               3.80          46.86             0.08         -6.27        0.14
UV               3.80          46.70             0.08         -5.76        0.11
UV               3.80          46.51             0.00         -5.44        0.33
UV               3.80          46.12             0.20         -5.05        0.20
UV               3.80          45.73             0.20         -5.02        0.33
UV               3.80          45.34             0.20         -4.59        0.28
UV               3.80          45.42             0.00         -4.94        0.07
UV               3.80          45.51             0.05         -4.80        0.05
UV               3.80          45.61             0.05         -4.95        0.05
UV               3.80          45.71             0.05         -5.05        0.06
UV               3.80          45.80             0.05         -5.15        0.06
UV               3.80          45.90             0.05         -5.09        0.05
UV               3.80          46.00             0.05         -5.17        0.06
UV               3.80          46.10             0.05         -5.16        0.06
UV               3.80          46.19             0.05         -5.24        0.06
UV               3.80          46.29             0.05         -5.35        0.06
UV               3.80          46.39             0.05         -5.37        0.06
UV               3.80          46.49             0.05         -5.49        0.07
UV               3.80          46.59             0.05         -5.69        0.08
UV               3.80          46.68             0.05         -5.73        0.08
UV               3.80          46.78             0.05         -5.90        0.09
UV               3.80          46.88             0.05         -6.22        0.13
UV               3.80          46.98             0.05         -6.14        0.17
B_band           3.80          47.77             0.00         -7.84        0.13
B_band           3.80          47.65             0.06         -7.59        0.10
B_band           3.80          47.53             0.06         -7.18        0.07
B_band           3.80          47.41             0.06         -7.13        0.07
B_band           3.80          47.29             0.06         -6.90        0.06
B_band           3.80          47.17             0.06         -6.69        0.05
B_band           3.80          47.06             0.06         -6.54        0.05
B_band           3.80          46.94             0.06         -6.23        0.10
B_band           3.80          45.35             0.00         -4.29        0.18
B_band           3.80          45.74             0.20         -4.36        0.18
B_band           3.80          46.13             0.20         -5.22        0.51
B_band           3.80          46.52             0.20         -5.33        0.51
B_band           3.80          46.87             0.00         -6.00        0.14
B_band           3.80          47.06             0.10         -6.47        0.11
B_band           3.80          47.26             0.10         -6.68        0.10
B_band           3.80          47.54             0.14         -7.52        0.18
hard_X_ray       3.80          45.49             0.00         -4.54        0.33
hard_X_ray       3.80          46.16             0.25         -5.06        0.31
hard_X_ray       3.80          46.84             0.25         -5.63        0.27
hard_X_ray       3.80          47.53             0.25         -7.19        0.68
hard_X_ray       3.80          44.68             0.00         -4.65        0.18
hard_X_ray       3.80          45.20             0.20         -4.78        0.12
hard_X_ray       3.80          45.53             0.12         -4.68        0.09
hard_X_ray       3.80          45.77             0.09         -4.94        0.10
hard_X_ray       3.80          45.98             0.08         -5.02        0.07
hard_X_ray       3.80          46.19             0.08         -5.52        0.09
hard_X_ray       3.80          46.36             0.06         -5.55        0.08
hard_X_ray       3.80          46.59             0.09         -5.72        0.06
hard_X_ray       3.80          46.94             0.13         -6.33        0.07
hard_X_ray       3.80          47.31             0.14         -7.08        0.13
hard_X_ray       3.80          44.56             0.00         -4.69        0.25
hard_X_ray       3.80          45.39             0.31         -4.71        0.16
hard_X_ray       3.80          46.06             0.25         -5.13        0.29
hard_X_ray       3.80          44.56             0.00         -4.69        0.45
hard_X_ray       3.80          44.89             0.12         -4.76        0.35
hard_X_ray       3.80          45.22             0.12         -4.95        0.30
hard_X_ray       3.80          45.55             0.12         -4.77        0.17
hard_X_ray       3.80          45.89             0.12         -4.94        0.17
hard_X_ray       3.80          46.23             0.12         -5.20        0.18
hard_X_ray       3.80          46.57             0.12         -5.56        0.22
hard_X_ray       3.80          46.91             0.12         -6.50        0.58
hard_X_ray       3.80          43.96             0.00         -4.42        0.37
hard_X_ray       3.80          44.97             0.39         -5.07        0.43
hard_X_ray       3.80          45.97             0.38         -5.25        0.53
hard_X_ray       3.80          46.99             0.38         -6.39        0.55
hard_X_ray       3.80          48.02             0.38         -8.51        0.37
hard_X_ray       3.80          43.96             1.51         -4.28        0.46
hard_X_ray       3.80          44.97             0.39         -5.01        0.48
hard_X_ray       3.80          45.97             0.38         -5.37        0.57
hard_X_ray       3.80          46.99             0.38         -6.59        0.53
hard_X_ray       3.80          48.02             0.38         -8.34        0.16
hard_X_ray       3.80          49.23             0.44         -10.04        0.37
hard_X_ray       3.80          44.92             0.00         -5.03        0.23
hard_X_ray       3.80          46.02             0.41         -5.03        0.12
hard_X_ray       3.80          46.70             0.25         -5.67        0.14
hard_X_ray       3.80          47.25             0.20         -6.99        0.12
hard_X_ray       3.80          47.87             0.23         -8.34        0.19
hard_X_ray       3.80          44.56             0.00         -4.47        1.50
hard_X_ray       3.80          44.89             0.12         -5.03        1.69
hard_X_ray       3.80          45.22             0.12         -5.00        0.57
hard_X_ray       3.80          45.55             0.12         -4.78        0.26
hard_X_ray       3.80          45.89             0.12         -4.85        0.18
hard_X_ray       3.80          46.23             0.12         -5.20        0.18
hard_X_ray       3.80          46.57             0.12         -5.68        0.24
hard_X_ray       3.80          46.91             0.12         -6.35        0.44
hard_X_ray       3.80          44.20             0.00         -4.27        0.71
hard_X_ray       3.80          44.85             0.25         -4.48        0.46
hard_X_ray       3.80          45.52             0.25         -4.25        0.41
hard_X_ray       3.80          46.19             0.25         -5.05        0.31
hard_X_ray       3.80          46.87             0.25         -5.83        0.46
soft_X_ray       3.80          45.25             0.00         -4.35        0.23
soft_X_ray       3.80          46.60             0.50         -5.14        0.18
soft_X_ray       3.80          47.97             0.50         -8.24        0.63
soft_X_ray       3.80          49.35             0.50         -9.70        0.32
soft_X_ray       3.80          45.74             0.00         -3.98        0.20
soft_X_ray       3.80          46.62             0.33         -5.40        0.18
soft_X_ray       3.80          47.58             0.35         -7.22        0.20
soft_X_ray       3.80          48.68             0.40         -9.39        0.61
soft_X_ray       3.80          49.67             0.36         -10.24        0.42
mid_IR           3.80          47.52             0.00         -6.43        0.24
mid_IR           3.80          47.25             0.00         -6.48        0.20
mid_IR           3.80          46.86             0.20         -6.02        0.13
mid_IR           3.80          46.46             0.20         -5.75        0.13
mid_IR           3.80          46.07             0.20         -5.74        0.12
UV               4.00          46.44             0.00         -5.49        0.24
UV               4.00          45.85             0.30         -5.10        0.18
UV               4.00          45.46             0.20         -4.77        0.14
UV               4.00          45.08             0.20         -4.16        0.12
UV               4.00          45.34             0.00         -4.98        0.42
UV               4.00          45.86             0.27         -5.27        0.65
UV               4.00          47.03             0.60         -6.70        0.04
UV               4.00          47.23             0.10         -7.01        0.06
UV               4.00          47.43             0.10         -7.51        0.09
UV               4.00          47.63             0.10         -8.16        0.18
UV               4.00          47.82             0.10         -8.69        0.33
UV               4.00          48.02             0.10         -8.93        0.42
UV               4.00          48.00             0.00         -9.68        0.41
UV               4.00          47.55             0.22         -8.17        0.08
UV               4.00          47.21             0.17         -7.41        0.04
UV               4.00          46.91             0.15         -6.66        0.06
UV               4.00          46.78             0.07         -5.87        0.21
UV               4.00          46.52             0.13         -6.22        0.33
UV               4.00          46.04             0.25         -4.90        0.20
UV               4.00          45.70             0.17         -4.51        0.25
UV               4.00          45.31             0.20         -4.28        0.42
UV               4.00          47.40             0.00         -6.84        0.65
UV               4.00          46.54             0.43         -6.56        0.65
UV               4.00          46.78             0.00         -6.39        0.07
UV               4.00          46.90             0.06         -6.47        0.03
UV               4.00          47.01             0.06         -6.77        0.03
UV               4.00          47.13             0.06         -6.93        0.03
UV               4.00          47.25             0.06         -7.14        0.04
UV               4.00          47.37             0.06         -7.36        0.05
UV               4.00          47.49             0.06         -7.58        0.05
UV               4.00          47.61             0.06         -7.98        0.08
UV               4.00          47.73             0.06         -8.34        0.11
UV               4.00          47.65             0.00         -7.80        0.45
UV               4.00          47.49             0.08         -7.77        0.45
UV               4.00          47.33             0.08         -7.74        0.45
UV               4.00          47.01             0.16         -6.78        0.18
UV               4.00          46.86             0.08         -6.41        0.14
UV               4.00          46.70             0.08         -5.90        0.11
UV               4.00          46.51             0.00         -5.58        0.33
UV               4.00          46.12             0.20         -5.19        0.20
UV               4.00          45.73             0.20         -5.15        0.33
UV               4.00          45.34             0.20         -4.74        0.28
UV               4.00          45.42             0.00         -5.10        0.07
UV               4.00          45.51             0.05         -4.95        0.05
UV               4.00          45.61             0.05         -5.10        0.05
UV               4.00          45.71             0.05         -5.20        0.06
UV               4.00          45.80             0.05         -5.30        0.06
UV               4.00          45.90             0.05         -5.23        0.05
UV               4.00          46.00             0.05         -5.32        0.06
UV               4.00          46.10             0.05         -5.30        0.06
UV               4.00          46.19             0.05         -5.38        0.06
UV               4.00          46.29             0.05         -5.49        0.06
UV               4.00          46.39             0.05         -5.52        0.06
UV               4.00          46.49             0.05         -5.64        0.07
UV               4.00          46.59             0.05         -5.84        0.08
UV               4.00          46.68             0.05         -5.88        0.08
UV               4.00          46.78             0.05         -6.05        0.09
UV               4.00          46.88             0.05         -6.37        0.13
UV               4.00          46.98             0.05         -6.29        0.17
B_band           4.00          47.77             0.00         -7.94        0.13
B_band           4.00          47.65             0.06         -7.69        0.10
B_band           4.00          47.53             0.06         -7.28        0.07
B_band           4.00          47.41             0.06         -7.24        0.07
B_band           4.00          47.29             0.06         -7.00        0.06
B_band           4.00          47.17             0.06         -6.79        0.05
B_band           4.00          47.06             0.06         -6.64        0.05
B_band           4.00          46.94             0.06         -6.33        0.10
B_band           4.00          45.35             0.00         -4.38        0.18
B_band           4.00          45.74             0.20         -4.45        0.18
B_band           4.00          46.13             0.20         -5.31        0.51
B_band           4.00          46.52             0.20         -5.42        0.51
B_band           4.00          46.87             0.00         -6.12        0.14
B_band           4.00          47.06             0.10         -6.58        0.11
B_band           4.00          47.26             0.10         -6.80        0.10
B_band           4.00          47.54             0.14         -7.63        0.18
hard_X_ray       4.00          45.49             0.00         -4.56        0.33
hard_X_ray       4.00          46.16             0.25         -5.08        0.31
hard_X_ray       4.00          46.84             0.25         -5.68        0.27
hard_X_ray       4.00          47.53             0.25         -7.23        0.68
hard_X_ray       4.00          44.68             0.00         -4.77        0.18
hard_X_ray       4.00          45.20             0.20         -4.88        0.12
hard_X_ray       4.00          45.53             0.12         -4.77        0.09
hard_X_ray       4.00          45.77             0.09         -5.03        0.10
hard_X_ray       4.00          45.98             0.08         -5.11        0.07
hard_X_ray       4.00          46.19             0.08         -5.62        0.09
hard_X_ray       4.00          46.36             0.06         -5.66        0.08
hard_X_ray       4.00          46.59             0.09         -5.84        0.06
hard_X_ray       4.00          46.94             0.13         -6.45        0.07
hard_X_ray       4.00          47.31             0.14         -7.19        0.13
hard_X_ray       4.00          44.56             0.00         -4.81        0.25
hard_X_ray       4.00          45.39             0.31         -4.81        0.16
hard_X_ray       4.00          46.06             0.25         -5.23        0.29
hard_X_ray       4.00          44.56             0.00         -4.81        0.45
hard_X_ray       4.00          44.89             0.12         -4.88        0.35
hard_X_ray       4.00          45.22             0.12         -5.05        0.30
hard_X_ray       4.00          45.55             0.12         -4.86        0.17
hard_X_ray       4.00          45.89             0.12         -5.03        0.17
hard_X_ray       4.00          46.23             0.12         -5.30        0.18
hard_X_ray       4.00          46.57             0.12         -5.68        0.22
hard_X_ray       4.00          46.91             0.12         -6.62        0.58
hard_X_ray       4.00          43.96             0.00         -4.54        0.37
hard_X_ray       4.00          44.97             0.39         -5.18        0.43
hard_X_ray       4.00          45.97             0.38         -5.34        0.53
hard_X_ray       4.00          46.99             0.38         -6.51        0.55
hard_X_ray       4.00          48.02             0.38         -8.61        0.37
hard_X_ray       4.00          43.96             1.51         -4.40        0.46
hard_X_ray       4.00          44.97             0.39         -5.12        0.48
hard_X_ray       4.00          45.97             0.38         -5.47        0.57
hard_X_ray       4.00          46.99             0.38         -6.71        0.53
hard_X_ray       4.00          48.02             0.38         -8.44        0.16
hard_X_ray       4.00          49.23             0.44         -10.14        0.37
hard_X_ray       4.00          44.92             0.00         -5.28        0.46
hard_X_ray       4.00          46.02             0.41         -5.20        0.21
hard_X_ray       4.00          46.70             0.25         -5.82        0.21
hard_X_ray       4.00          47.25             0.20         -7.19        0.20
hard_X_ray       4.00          47.86             0.23         -8.10        0.19
hard_X_ray       4.00          44.56             0.00         -4.59        1.50
hard_X_ray       4.00          44.89             0.12         -5.14        1.69
hard_X_ray       4.00          45.22             0.12         -5.10        0.57
hard_X_ray       4.00          45.55             0.12         -4.87        0.26
hard_X_ray       4.00          45.89             0.12         -4.94        0.18
hard_X_ray       4.00          46.23             0.12         -5.31        0.18
hard_X_ray       4.00          46.57             0.12         -5.80        0.24
hard_X_ray       4.00          46.91             0.12         -6.47        0.44
hard_X_ray       4.00          44.20             0.00         -4.32        0.71
hard_X_ray       4.00          44.85             0.25         -4.52        0.46
hard_X_ray       4.00          45.52             0.25         -4.27        0.41
hard_X_ray       4.00          46.19             0.25         -5.08        0.31
hard_X_ray       4.00          46.87             0.25         -5.88        0.46
soft_X_ray       4.00          45.25             0.00         -4.37        0.23
soft_X_ray       4.00          46.60             0.50         -5.18        0.18
soft_X_ray       4.00          47.97             0.50         -8.26        0.63
soft_X_ray       4.00          49.35             0.50         -9.72        0.32
soft_X_ray       4.00          45.74             0.00         -3.98        0.20
soft_X_ray       4.00          46.62             0.33         -5.42        0.18
soft_X_ray       4.00          47.58             0.35         -7.22        0.20
soft_X_ray       4.00          48.68             0.40         -9.39        0.61
soft_X_ray       4.00          49.67             0.36         -10.24        0.42
mid_IR           4.00          47.25             0.00         -6.61        0.20
mid_IR           4.00          46.86             0.20         -6.16        0.13
mid_IR           4.00          46.46             0.20         -5.88        0.13
mid_IR           4.00          46.07             0.20         -5.87        0.12
UV               4.20          46.44             0.00         -5.63        0.24
UV               4.20          45.85             0.30         -5.24        0.18
UV               4.20          45.46             0.20         -4.91        0.14
UV               4.20          45.08             0.20         -4.31        0.12
UV               4.20          45.34             0.00         -5.33        0.65
UV               4.20          45.86             0.27         -5.39        0.65
UV               4.20          47.03             0.60         -6.84        0.05
UV               4.20          47.23             0.10         -7.20        0.06
UV               4.20          47.43             0.10         -7.57        0.08
UV               4.20          47.63             0.10         -7.98        0.12
UV               4.20          47.82             0.10         -8.57        0.22
UV               4.20          48.02             0.10         -9.38        0.65
UV               4.20          48.00             0.00         -9.82        0.41
UV               4.20          47.55             0.22         -8.31        0.08
UV               4.20          47.21             0.17         -7.55        0.04
UV               4.20          46.91             0.15         -6.80        0.06
UV               4.20          46.78             0.07         -6.01        0.21
UV               4.20          46.52             0.13         -6.37        0.33
UV               4.20          46.04             0.25         -5.03        0.20
UV               4.20          45.70             0.17         -4.65        0.25
UV               4.20          45.31             0.20         -4.42        0.42
UV               4.20          47.14             0.00         -6.83        0.65
UV               4.20          46.63             0.26         -6.47        0.65
UV               4.20          47.01             0.00         -6.83        0.05
UV               4.20          47.13             0.06         -7.15        0.04
UV               4.20          47.25             0.06         -7.27        0.05
UV               4.20          47.37             0.06         -7.52        0.06
UV               4.20          47.49             0.06         -7.80        0.07
UV               4.20          47.61             0.06         -8.19        0.11
UV               4.20          47.73             0.06         -8.32        0.12
UV               4.20          45.42             0.00         -5.25        0.07
UV               4.20          45.51             0.05         -5.11        0.05
UV               4.20          45.61             0.05         -5.25        0.05
UV               4.20          45.71             0.05         -5.35        0.06
UV               4.20          45.80             0.05         -5.45        0.06
UV               4.20          45.90             0.05         -5.38        0.05
UV               4.20          46.00             0.05         -5.46        0.06
UV               4.20          46.10             0.05         -5.45        0.06
UV               4.20          46.19             0.05         -5.53        0.06
UV               4.20          46.29             0.05         -5.64        0.06
UV               4.20          46.39             0.05         -5.67        0.06
UV               4.20          46.49             0.05         -5.79        0.07
UV               4.20          46.59             0.05         -5.99        0.08
UV               4.20          46.68             0.05         -6.03        0.08
UV               4.20          46.78             0.05         -6.21        0.09
UV               4.20          46.88             0.05         -6.53        0.13
UV               4.20          46.98             0.05         -6.45        0.17
B_band           4.20          45.76             0.00         -4.87        0.44
B_band           4.20          47.35             0.00         -7.02        0.21
B_band           4.20          47.74             0.20         -8.15        0.29
B_band           4.20          47.89             0.00         -8.06        0.16
B_band           4.20          47.65             0.12         -7.70        0.12
B_band           4.20          47.53             0.06         -7.59        0.11
B_band           4.20          47.41             0.06         -7.36        0.09
B_band           4.20          47.29             0.06         -7.22        0.08
B_band           4.20          47.17             0.06         -6.96        0.07
B_band           4.20          45.35             0.00         -4.48        0.18
B_band           4.20          45.74             0.20         -4.54        0.18
B_band           4.20          46.13             0.20         -5.40        0.51
B_band           4.20          46.52             0.20         -5.51        0.51
B_band           4.20          46.87             0.00         -6.23        0.14
B_band           4.20          47.06             0.10         -6.70        0.11
B_band           4.20          47.26             0.10         -6.91        0.10
B_band           4.20          47.54             0.14         -7.75        0.18
hard_X_ray       4.20          44.68             0.00         -4.88        0.18
hard_X_ray       4.20          45.20             0.20         -4.98        0.12
hard_X_ray       4.20          45.53             0.12         -4.86        0.09
hard_X_ray       4.20          45.77             0.09         -5.11        0.10
hard_X_ray       4.20          45.98             0.08         -5.20        0.07
hard_X_ray       4.20          46.19             0.08         -5.72        0.09
hard_X_ray       4.20          46.36             0.06         -5.77        0.08
hard_X_ray       4.20          46.59             0.09         -5.95        0.06
hard_X_ray       4.20          46.94             0.13         -6.55        0.07
hard_X_ray       4.20          47.31             0.14         -7.29        0.13
hard_X_ray       4.20          45.05             0.00         -4.92        0.18
hard_X_ray       4.20          44.56             0.00         -4.92        0.45
hard_X_ray       4.20          44.89             0.12         -4.98        0.35
hard_X_ray       4.20          45.22             0.12         -5.14        0.30
hard_X_ray       4.20          45.55             0.12         -4.95        0.17
hard_X_ray       4.20          45.89             0.12         -5.12        0.17
hard_X_ray       4.20          46.23             0.12         -5.40        0.18
hard_X_ray       4.20          46.57             0.12         -5.79        0.22
hard_X_ray       4.20          46.91             0.12         -6.73        0.58
hard_X_ray       4.20          45.97             0.00         -5.25        0.42
hard_X_ray       4.20          47.51             0.56         -8.15        0.37
hard_X_ray       4.20          43.96             1.33         -4.53        0.37
hard_X_ray       4.20          44.97             0.39         -5.64        0.37
hard_X_ray       4.20          45.97             0.38         -5.63        0.39
hard_X_ray       4.20          47.51             0.56         -7.64        0.42
hard_X_ray       4.20          49.23             0.62         -9.43        0.37
hard_X_ray       4.20          44.92             0.00         -5.38        0.46
hard_X_ray       4.20          46.02             0.41         -5.29        0.21
hard_X_ray       4.20          46.70             0.25         -5.93        0.21
hard_X_ray       4.20          47.25             0.20         -7.28        0.20
hard_X_ray       4.20          47.86             0.23         -8.18        0.19
hard_X_ray       4.20          44.56             0.00         -4.70        1.50
hard_X_ray       4.20          44.89             0.12         -5.25        1.69
hard_X_ray       4.20          45.22             0.12         -5.20        0.57
